2016-08-02 08:25:33 status half-installed libattr1:amd64 1:2.4.47-1ubuntu1
2016-08-02 08:25:34 status unpacked libattr1:amd64 1:2.4.47-1ubuntu1
2016-08-02 08:25:34 status unpacked libattr1:amd64 1:2.4.47-1ubuntu1
2016-08-02 08:25:34 install libaudit-common:all <none> 1:2.3.2-2ubuntu1
2016-08-02 08:25:34 status half-installed libaudit-common:all 1:2.3.2-2ubuntu1
2016-08-02 08:25:34 status unpacked libaudit-common:all 1:2.3.2-2ubuntu1
2016-08-02 08:25:34 status unpacked libaudit-common:all 1:2.3.2-2ubuntu1
2016-08-02 08:25:34 install libaudit1:amd64 <none> 1:2.3.2-2ubuntu1
2016-08-02 08:25:34 status half-installed libaudit1:amd64 1:2.3.2-2ubuntu1
2016-08-02 08:25:34 status unpacked libaudit1:amd64 1:2.3.2-2ubuntu1
2016-08-02 08:25:34 status unpacked libaudit1:amd64 1:2.3.2-2ubuntu1
2016-08-02 08:25:34 install libblkid1:amd64 <none> 2.20.1-5.1ubuntu20
2016-08-02 08:25:34 status half-installed libblkid1:amd64 2.20.1-5.1ubuntu20
2016-08-02 08:25:34 status unpacked libblkid1:amd64 2.20.1-5.1ubuntu20
2016-08-02 08:25:34 status unpacked libblkid1:amd64 2.20.1-5.1ubuntu20
2016-08-02 08:25:34 install libbz2-1.0:amd64 <none> 1.0.6-5
2016-08-02 08:25:34 status half-installed libbz2-1.0:amd64 1.0.6-5
2016-08-02 08:25:34 status unpacked libbz2-1.0:amd64 1.0.6-5
2016-08-02 08:25:34 status unpacked libbz2-1.0:amd64 1.0.6-5
2016-08-02 08:25:34 install libc-bin:amd64 <none> 2.19-0ubuntu6
2016-08-02 08:25:34 status half-installed libc-bin:amd64 2.19-0ubuntu6
2016-08-02 08:25:34 status unpacked libc-bin:amd64 2.19-0ubuntu6
2016-08-02 08:25:34 status unpacked libc-bin:amd64 2.19-0ubuntu6
2016-08-02 08:25:34 upgrade libc6:amd64 2.19-0ubuntu6 2.19-0ubuntu6
2016-08-02 08:25:34 status half-configured libc6:amd64 2.19-0ubuntu6
2016-08-02 08:25:34 status unpacked libc6:amd64 2.19-0ubuntu6
2016-08-02 08:25:34 status half-installed libc6:amd64 2.19-0ubuntu6
2016-08-02 08:25:34 status half-installed libc6:amd64 2.19-0ubuntu6
2016-08-02 08:25:34 status unpacked libc6:amd64 2.19-0ubuntu6
2016-08-02 08:25:34 status unpacked libc6:amd64 2.19-0ubuntu6
2016-08-02 08:25:34 install libcap2:amd64 <none> 1:2.24-0ubuntu2
2016-08-02 08:25:34 status half-installed libcap2:amd64 1:2.24-0ubuntu2
2016-08-02 08:25:34 status unpacked libcap2:amd64 1:2.24-0ubuntu2
2016-08-02 08:25:34 status unpacked libcap2:amd64 1:2.24-0ubuntu2
2016-08-02 08:25:34 install libcgmanager0:amd64 <none> 0.24-0ubuntu5
2016-08-02 08:25:34 status half-installed libcgmanager0:amd64 0.24-0ubuntu5
2016-08-02 08:25:34 status unpacked libcgmanager0:amd64 0.24-0ubuntu5
2016-08-02 08:25:34 status unpacked libcgmanager0:amd64 0.24-0ubuntu5
2016-08-02 08:25:34 install libcomerr2:amd64 <none> 1.42.9-3ubuntu1
2016-08-02 08:25:34 status half-installed libcomerr2:amd64 1.42.9-3ubuntu1
2016-08-02 08:25:34 status unpacked libcomerr2:amd64 1.42.9-3ubuntu1
2016-08-02 08:25:34 status unpacked libcomerr2:amd64 1.42.9-3ubuntu1
2016-08-02 08:25:34 install libdb5.3:amd64 <none> 5.3.28-3ubuntu3
2016-08-02 08:25:34 status half-installed libdb5.3:amd64 5.3.28-3ubuntu3
2016-08-02 08:25:34 status unpacked libdb5.3:amd64 5.3.28-3ubuntu3
2016-08-02 08:25:34 status unpacked libdb5.3:amd64 5.3.28-3ubuntu3
2016-08-02 08:25:34 install libdbus-1-3:amd64 <none> 1.6.18-0ubuntu4
2016-08-02 08:25:34 status half-installed libdbus-1-3:amd64 1.6.18-0ubuntu4
2016-08-02 08:25:34 status unpacked libdbus-1-3:amd64 1.6.18-0ubuntu4
2016-08-02 08:25:34 status unpacked libdbus-1-3:amd64 1.6.18-0ubuntu4
2016-08-02 08:25:34 install libdebconfclient0:amd64 <none> 0.187ubuntu1
2016-08-02 08:25:34 status half-installed libdebconfclient0:amd64 0.187ubuntu1
2016-08-02 08:25:34 status unpacked libdebconfclient0:amd64 0.187ubuntu1
2016-08-02 08:25:34 status unpacked libdebconfclient0:amd64 0.187ubuntu1
2016-08-02 08:25:34 install libdrm2:amd64 <none> 2.4.52-1
2016-08-02 08:25:34 status half-installed libdrm2:amd64 2.4.52-1
2016-08-02 08:25:34 status unpacked libdrm2:amd64 2.4.52-1
2016-08-02 08:25:34 status unpacked libdrm2:amd64 2.4.52-1
2016-08-02 08:25:35 install libgcc1:amd64 <none> 1:4.9-20140406-0ubuntu1
2016-08-02 08:25:35 status half-installed libgcc1:amd64 1:4.9-20140406-0ubuntu1
2016-08-02 08:25:35 status unpacked libgcc1:amd64 1:4.9-20140406-0ubuntu1
2016-08-02 08:25:35 status unpacked libgcc1:amd64 1:4.9-20140406-0ubuntu1
2016-08-02 08:25:35 install libjson-c2:amd64 <none> 0.11-3ubuntu1
2016-08-02 08:25:35 status half-installed libjson-c2:amd64 0.11-3ubuntu1
2016-08-02 08:25:35 status unpacked libjson-c2:amd64 0.11-3ubuntu1
2016-08-02 08:25:35 status unpacked libjson-c2:amd64 0.11-3ubuntu1
2016-08-02 08:25:35 install libjson0:amd64 <none> 0.11-3ubuntu1
2016-08-02 08:25:35 status half-installed libjson0:amd64 0.11-3ubuntu1
2016-08-02 08:25:35 status unpacked libjson0:amd64 0.11-3ubuntu1
2016-08-02 08:25:35 status unpacked libjson0:amd64 0.11-3ubuntu1
2016-08-02 08:25:35 install libklibc:amd64 <none> 2.0.3-0ubuntu1
2016-08-02 08:25:35 status half-installed libklibc:amd64 2.0.3-0ubuntu1
2016-08-02 08:25:35 status unpacked libklibc:amd64 2.0.3-0ubuntu1
2016-08-02 08:25:35 status unpacked libklibc:amd64 2.0.3-0ubuntu1
2016-08-02 08:25:35 install libkmod2:amd64 <none> 15-0ubuntu6
2016-08-02 08:25:35 status half-installed libkmod2:amd64 15-0ubuntu6
2016-08-02 08:25:35 status unpacked libkmod2:amd64 15-0ubuntu6
2016-08-02 08:25:35 status unpacked libkmod2:amd64 15-0ubuntu6
2016-08-02 08:25:35 install liblzma5:amd64 <none> 5.1.1alpha+20120614-2ubuntu2
2016-08-02 08:25:35 status half-installed liblzma5:amd64 5.1.1alpha+20120614-2ubuntu2
2016-08-02 08:25:35 status unpacked liblzma5:amd64 5.1.1alpha+20120614-2ubuntu2
2016-08-02 08:25:35 status unpacked liblzma5:amd64 5.1.1alpha+20120614-2ubuntu2
2016-08-02 08:25:35 install libmount1:amd64 <none> 2.20.1-5.1ubuntu20
2016-08-02 08:25:35 status half-installed libmount1:amd64 2.20.1-5.1ubuntu20
2016-08-02 08:25:35 status unpacked libmount1:amd64 2.20.1-5.1ubuntu20
2016-08-02 08:25:35 status unpacked libmount1:amd64 2.20.1-5.1ubuntu20
2016-08-02 08:25:35 install libncurses5:amd64 <none> 5.9+20140118-1ubuntu1
2016-08-02 08:25:35 status half-installed libncurses5:amd64 5.9+20140118-1ubuntu1
2016-08-02 08:25:35 status unpacked libncurses5:amd64 5.9+20140118-1ubuntu1
2016-08-02 08:25:35 status unpacked libncurses5:amd64 5.9+20140118-1ubuntu1
2016-08-02 08:25:35 install libncursesw5:amd64 <none> 5.9+20140118-1ubuntu1
2016-08-02 08:25:35 status half-installed libncursesw5:amd64 5.9+20140118-1ubuntu1
2016-08-02 08:25:35 status unpacked libncursesw5:amd64 5.9+20140118-1ubuntu1
2016-08-02 08:25:35 status unpacked libncursesw5:amd64 5.9+20140118-1ubuntu1
2016-08-02 08:25:35 install libnih-dbus1:amd64 <none> 1.0.3-4ubuntu25
2016-08-02 08:25:35 status half-installed libnih-dbus1:amd64 1.0.3-4ubuntu25
2016-08-02 08:25:35 status unpacked libnih-dbus1:amd64 1.0.3-4ubuntu25
2016-08-02 08:25:35 status unpacked libnih-dbus1:amd64 1.0.3-4ubuntu25
2016-08-02 08:25:35 install libnih1:amd64 <none> 1.0.3-4ubuntu25
2016-08-02 08:25:35 status half-installed libnih1:amd64 1.0.3-4ubuntu25
2016-08-02 08:25:35 status unpacked libnih1:amd64 1.0.3-4ubuntu25
2016-08-02 08:25:35 status unpacked libnih1:amd64 1.0.3-4ubuntu25
2016-08-02 08:25:35 install libpam-modules:amd64 <none> 1.1.8-1ubuntu2
2016-08-02 08:25:35 status half-installed libpam-modules:amd64 1.1.8-1ubuntu2
2016-08-02 08:25:35 status unpacked libpam-modules:amd64 1.1.8-1ubuntu2
2016-08-02 08:25:35 status unpacked libpam-modules:amd64 1.1.8-1ubuntu2
2016-08-02 08:25:35 install libpam-modules-bin:amd64 <none> 1.1.8-1ubuntu2
2016-08-02 08:25:35 status half-installed libpam-modules-bin:amd64 1.1.8-1ubuntu2
2016-08-02 08:25:35 status unpacked libpam-modules-bin:amd64 1.1.8-1ubuntu2
2016-08-02 08:25:35 status unpacked libpam-modules-bin:amd64 1.1.8-1ubuntu2
2016-08-02 08:25:35 install libpam-runtime:all <none> 1.1.8-1ubuntu2
2016-08-02 08:25:35 status half-installed libpam-runtime:all 1.1.8-1ubuntu2
2016-08-02 08:25:35 status unpacked libpam-runtime:all 1.1.8-1ubuntu2
2016-08-02 08:25:35 status unpacked libpam-runtime:all 1.1.8-1ubuntu2
2016-08-02 08:25:35 install libpam0g:amd64 <none> 1.1.8-1ubuntu2
2016-08-02 08:25:35 status half-installed libpam0g:amd64 1.1.8-1ubuntu2
2016-08-02 08:25:35 status unpacked libpam0g:amd64 1.1.8-1ubuntu2
2016-08-02 08:25:35 status unpacked libpam0g:amd64 1.1.8-1ubuntu2
2016-08-02 08:25:35 install libpcre3:amd64 <none> 1:8.31-2ubuntu2
2016-08-02 08:25:35 status half-installed libpcre3:amd64 1:8.31-2ubuntu2
2016-08-02 08:25:35 status unpacked libpcre3:amd64 1:8.31-2ubuntu2
2016-08-02 08:25:35 status unpacked libpcre3:amd64 1:8.31-2ubuntu2
2016-08-02 08:25:35 install libplymouth2:amd64 <none> 0.8.8-0ubuntu17
2016-08-02 08:25:35 status half-installed libplymouth2:amd64 0.8.8-0ubuntu17
2016-08-02 08:25:35 status unpacked libplymouth2:amd64 0.8.8-0ubuntu17
2016-08-02 08:25:35 status unpacked libplymouth2:amd64 0.8.8-0ubuntu17
2016-08-02 08:25:35 install libpng12-0:amd64 <none> 1.2.50-1ubuntu2
2016-08-02 08:25:35 status half-installed libpng12-0:amd64 1.2.50-1ubuntu2
2016-08-02 08:25:35 status unpacked libpng12-0:amd64 1.2.50-1ubuntu2
2016-08-02 08:25:35 status unpacked libpng12-0:amd64 1.2.50-1ubuntu2
2016-08-02 08:25:35 install libprocps3:amd64 <none> 1:3.3.9-1ubuntu2
2016-08-02 08:25:35 status half-installed libprocps3:amd64 1:3.3.9-1ubuntu2
2016-08-02 08:25:35 status unpacked libprocps3:amd64 1:3.3.9-1ubuntu2
2016-08-02 08:25:35 status unpacked libprocps3:amd64 1:3.3.9-1ubuntu2
2016-08-02 08:25:35 install libselinux1:amd64 <none> 2.2.2-1
2016-08-02 08:25:35 status half-installed libselinux1:amd64 2.2.2-1
2016-08-02 08:25:35 status unpacked libselinux1:amd64 2.2.2-1
2016-08-02 08:25:35 status unpacked libselinux1:amd64 2.2.2-1
2016-08-02 08:25:35 install libsemanage-common:all <none> 2.2-1
2016-08-02 08:25:35 status half-installed libsemanage-common:all 2.2-1
2016-08-02 08:25:35 status unpacked libsemanage-common:all 2.2-1
2016-08-02 08:25:35 status unpacked libsemanage-common:all 2.2-1
2016-08-02 08:25:35 install libsemanage1:amd64 <none> 2.2-1
2016-08-02 08:25:35 status half-installed libsemanage1:amd64 2.2-1
2016-08-02 08:25:35 status unpacked libsemanage1:amd64 2.2-1
2016-08-02 08:25:35 status unpacked libsemanage1:amd64 2.2-1
2016-08-02 08:25:35 install libsepol1:amd64 <none> 2.2-1
2016-08-02 08:25:35 status half-installed libsepol1:amd64 2.2-1
2016-08-02 08:25:35 status unpacked libsepol1:amd64 2.2-1
2016-08-02 08:25:35 status unpacked libsepol1:amd64 2.2-1
2016-08-02 08:25:35 install libslang2:amd64 <none> 2.2.4-15ubuntu1
2016-08-02 08:25:35 status half-installed libslang2:amd64 2.2.4-15ubuntu1
2016-08-02 08:25:35 status unpacked libslang2:amd64 2.2.4-15ubuntu1
2016-08-02 08:25:35 status unpacked libslang2:amd64 2.2.4-15ubuntu1
